lambda1_v,lambda0_w,psnr,ssim
0.0,0.0,31.15261459350586,0.6636826992034912
0.0,0.01,31.15261459350586,0.6636826992034912
0.0,0.02,31.15261459350586,0.6636826992034912
0.0,0.03,31.15261459350586,0.6636826992034912
0.0,0.04,31.15261459350586,0.6636826992034912
0.0,0.05,31.15261459350586,0.6636826992034912
0.0,0.06,31.15261459350586,0.6636826992034912
0.0,0.07,31.15261459350586,0.6636826992034912
0.0,0.08,31.15261459350586,0.6636826992034912
0.0,0.09,31.15261459350586,0.6636826992034912
0.0,0.1,31.15261459350586,0.6636826992034912
0.0,0.11,31.15261459350586,0.6636826992034912
0.0,0.12,31.15261459350586,0.6636826992034912
0.0,0.13,31.15261459350586,0.6636826992034912
0.0,0.14,31.15261459350586,0.6636826992034912
0.0,0.15,31.15261459350586,0.6636826992034912
0.0,0.16,31.15261459350586,0.6636826992034912
0.0,0.17,31.15261459350586,0.6636826992034912
0.0,0.18,31.15261459350586,0.6636826992034912
0.0,0.19,31.15261459350586,0.6636826992034912
0.0,0.2,31.15261459350586,0.6636826992034912
0.01,0.0,31.151233673095703,0.663654088973999
0.01,0.01,32.653053283691406,0.7361013889312744
0.01,0.02,32.780914306640625,0.7431737184524536
0.01,0.03,32.657352447509766,0.7384538650512695
0.01,0.04,32.57123947143555,0.7345960140228271
0.01,0.05,32.53488540649414,0.7329574823379517
0.01,0.06,32.51617431640625,0.7320624589920044
0.01,0.07,32.51161193847656,0.7318660020828247
0.01,0.08,32.51092529296875,0.7318593263626099
0.01,0.09,32.51091003417969,0.7318500280380249
0.01,0.1,32.51091003417969,0.7318500280380249
0.01,0.11,32.51091003417969,0.7318500280380249
0.01,0.12,32.51091003417969,0.7318500280380249
0.01,0.13,32.51091003417969,0.7318500280380249
0.01,0.14,32.51091003417969,0.7318500280380249
0.01,0.15,32.51091003417969,0.7318500280380249
0.01,0.16,32.51091003417969,0.7318500280380249
0.01,0.17,32.51091003417969,0.7318500280380249
0.01,0.18,32.51091003417969,0.7318500280380249
0.01,0.19,32.51091003417969,0.7318500280380249
0.01,0.2,32.51091003417969,0.7318500280380249
0.02,0.0,31.151233673095703,0.6636540293693542
0.02,0.01,32.549652099609375,0.7337706089019775
0.02,0.02,32.614933013916016,0.7406356334686279
0.02,0.03,32.59276580810547,0.740673840045929
0.02,0.04,32.514366149902344,0.7366539835929871
0.02,0.05,32.42265319824219,0.7312408685684204
0.02,0.06,32.352840423583984,0.7270084023475647
0.02,0.07,32.28712844848633,0.7236956357955933
0.02,0.08,32.24241638183594,0.7216700315475464
0.02,0.09,32.21958923339844,0.7206181883811951
0.02,0.1,32.20477294921875,0.7198930978775024
0.02,0.11,32.1970329284668,0.7195258140563965
0.02,0.12,32.19367980957031,0.7194275856018066
0.02,0.13,32.19303894042969,0.7194105386734009
0.02,0.14,32.19307327270508,0.7194173336029053
0.02,0.15,32.19306564331055,0.7194130420684814
0.02,0.16,32.19306182861328,0.719413161277771
0.02,0.17,32.19306182861328,0.719413161277771
0.02,0.18,32.19306182861328,0.719413161277771
0.02,0.19,32.19306182861328,0.719413161277771
0.02,0.2,32.19306182861328,0.719413161277771
0.03,0.0,31.151233673095703,0.663654088973999
0.03,0.01,32.543434143066406,0.7335929870605469
0.03,0.02,32.544456481933594,0.7387942671775818
0.03,0.03,32.43330383300781,0.7370251417160034
0.03,0.04,32.32322692871094,0.7333705425262451
0.03,0.05,32.22587966918945,0.7287683486938477
0.03,0.06,32.14323806762695,0.724791407585144
0.03,0.07,32.07025146484375,0.7208431959152222
0.03,0.08,32.016273498535156,0.7173140048980713
0.03,0.09,31.972702026367188,0.714358925819397
0.03,0.1,31.93416404724121,0.7119320631027222
0.03,0.11,31.896465301513672,0.7098901271820068
0.03,0.12,31.86651039123535,0.708490252494812
0.03,0.13,31.845182418823242,0.7074962854385376
0.03,0.14,31.832401275634766,0.7068873643875122
0.03,0.15,31.826629638671875,0.7065935134887695
0.03,0.16,31.823814392089844,0.706469714641571
0.03,0.17,31.82168197631836,0.7063817977905273
0.03,0.18,31.821203231811523,0.7063616514205933
0.03,0.19,31.82113265991211,0.7063634395599365
0.03,0.2,31.82111358642578,0.7063630819320679
0.04,0.0,31.151233673095703,0.663654088973999
0.04,0.01,32.542335510253906,0.7335732579231262
0.04,0.02,32.52964401245117,0.7383921146392822
0.04,0.03,32.38470458984375,0.7356762290000916
0.04,0.04,32.22930908203125,0.7310517430305481
0.04,0.05,32.09295654296875,0.726324737071991
0.04,0.06,31.976253509521484,0.7218930721282959
0.04,0.07,31.879255294799805,0.7177527546882629
0.04,0.08,31.80730438232422,0.7141844034194946
0.04,0.09,31.737506866455078,0.7106376886367798
0.04,0.1,31.68729019165039,0.7075406312942505
0.04,0.11,31.655834197998047,0.7051077485084534
0.04,0.12,31.62729263305664,0.7031254172325134
0.04,0.13,31.595935821533203,0.7012633085250854
0.04,0.14,31.565155029296875,0.6996856927871704
0.04,0.15,31.539382934570312,0.698506236076355
0.04,0.16,31.5197811126709,0.6976656913757324
0.04,0.17,31.507465362548828,0.6971654891967773
0.04,0.18,31.50049591064453,0.6968669891357422
0.04,0.19,31.496601104736328,0.6966633200645447
0.04,0.2,31.493812561035156,0.6965278387069702
0.05,0.0,31.151233673095703,0.663654088973999
0.05,0.01,32.54231262207031,0.7335718870162964
0.05,0.02,32.52778625488281,0.7382962107658386
0.05,0.03,32.375732421875,0.7354183197021484
0.05,0.04,32.20142364501953,0.7302907705307007
0.05,0.05,32.038089752197266,0.7248632311820984
0.05,0.06,31.893218994140625,0.720183789730072
0.05,0.07,31.77489471435547,0.715703010559082
0.05,0.08,31.66753387451172,0.7114123106002808
0.05,0.09,31.56937026977539,0.7073475122451782
0.05,0.1,31.499189376831055,0.7039313316345215
0.05,0.11,31.44485855102539,0.7011703848838806
0.05,0.12,31.405189514160156,0.6989203691482544
0.05,0.13,31.373714447021484,0.6969359517097473
0.05,0.14,31.344711303710938,0.6951206922531128
0.05,0.15,31.316987991333008,0.6934539079666138
0.05,0.16,31.29216194152832,0.6921600103378296
0.05,0.17,31.27099609375,0.6911712884902954
0.05,0.18,31.251956939697266,0.6903936862945557
0.05,0.19,31.237808227539062,0.6898453235626221
0.05,0.2,31.228107452392578,0.6894532442092896
0.06,0.0,31.151233673095703,0.663654088973999
0.06,0.01,32.54231262207031,0.7335716485977173
0.06,0.02,32.52736282348633,0.7382813692092896
0.06,0.03,32.37269592285156,0.7353533506393433
0.06,0.04,32.19530487060547,0.7301675081253052
0.06,0.05,32.020851135253906,0.7244316339492798
0.06,0.06,31.86025619506836,0.7192052602767944
0.06,0.07,31.71999740600586,0.7143015265464783
0.06,0.08,31.600263595581055,0.7098307013511658
0.06,0.09,31.491275787353516,0.7054882049560547
0.06,0.1,31.392122268676758,0.7014280557632446
0.06,0.11,31.312341690063477,0.6979820728302002
0.06,0.12,31.252904891967773,0.6952965259552002
0.06,0.13,31.203243255615234,0.6929327249526978
0.06,0.14,31.161907196044922,0.6908025145530701
0.06,0.15,31.127574920654297,0.6889123320579529
0.06,0.16,31.097698211669922,0.6873346567153931
0.06,0.17,31.07244110107422,0.6861274242401123
0.06,0.18,31.051414489746094,0.6852108240127563
0.06,0.19,31.032695770263672,0.6844522953033447
0.06,0.2,31.014739990234375,0.6837594509124756
0.07,0.0,31.151233673095703,0.663654088973999
0.07,0.01,32.54231262207031,0.7335716485977173
0.07,0.02,32.52735900878906,0.7382803559303284
0.07,0.03,32.37126922607422,0.7353252172470093
0.07,0.04,32.19258499145508,0.7301512956619263
0.07,0.05,32.015708923339844,0.7243656516075134
0.07,0.06,31.849592208862305,0.7189512252807617
0.07,0.07,31.701480865478516,0.7137818932533264
0.07,0.08,31.56654930114746,0.7088813781738281
0.07,0.09,31.444721221923828,0.7042009830474854
0.07,0.1,31.337331771850586,0.6999145150184631
0.07,0.11,31.244384765625,0.6962583065032959
0.07,0.12,31.168615341186523,0.6931353807449341
0.07,0.13,31.10721206665039,0.6904170513153076
0.07,0.14,31.05156707763672,0.6879105567932129
0.07,0.15,31.002609252929688,0.6856563091278076
0.07,0.16,30.962724685668945,0.6838250160217285
0.07,0.17,30.93069839477539,0.6823821067810059
0.07,0.18,30.90439796447754,0.6812601685523987
0.07,0.19,30.880592346191406,0.6803629398345947
0.07,0.2,30.857627868652344,0.6795262098312378
0.08,0.0,31.151233673095703,0.663654088973999
0.08,0.01,32.54231262207031,0.7335716485977173
0.08,0.02,32.52735900878906,0.7382803559303284
0.08,0.03,32.370994567871094,0.7353206872940063
0.08,0.04,32.19126510620117,0.7301409244537354
0.08,0.05,32.01478958129883,0.7244004011154175
0.08,0.06,31.845016479492188,0.7189178466796875
0.08,0.07,31.69396209716797,0.7136126756668091
0.08,0.08,31.554773330688477,0.7085387110710144
0.08,0.09,31.42251205444336,0.7035815715789795
0.08,0.1,31.30609893798828,0.6990153193473816
0.08,0.11,31.206642150878906,0.6951597929000854
0.08,0.12,31.121334075927734,0.691831111907959
0.08,0.13,31.048709869384766,0.6888437271118164
0.08,0.14,30.98387908935547,0.6860990524291992
0.08,0.15,30.925537109375,0.6835631728172302
0.08,0.16,30.87268829345703,0.6813555359840393
0.08,0.17,30.829011917114258,0.6796331405639648
0.08,0.18,30.795032501220703,0.6782879829406738
0.08,0.19,30.76593017578125,0.6771963834762573
0.08,0.2,30.738765716552734,0.6762305498123169
0.09,0.0,31.151233673095703,0.663654088973999
0.09,0.01,32.54231262207031,0.7335716485977173
0.09,0.02,32.52735900878906,0.7382803559303284
0.09,0.03,32.370853424072266,0.7353194952011108
0.09,0.04,32.19055938720703,0.7301268577575684
0.09,0.05,32.01387405395508,0.7244032621383667
0.09,0.06,31.84330177307129,0.7188965082168579
0.09,0.07,31.690467834472656,0.7135511636734009
0.09,0.08,31.549259185791016,0.7083995342254639
0.09,0.09,31.413875579833984,0.7033435106277466
0.09,0.1,31.29163360595703,0.698603630065918
0.09,0.11,31.184982299804688,0.6945319175720215
0.09,0.12,31.09362030029297,0.6910311579704285
0.09,0.13,31.015365600585938,0.6878985166549683
0.09,0.14,30.943904876708984,0.6850067377090454
0.09,0.15,30.878040313720703,0.6823183298110962
0.09,0.16,30.819778442382812,0.6799867153167725
0.09,0.17,30.76993179321289,0.678083598613739
0.09,0.18,30.729076385498047,0.6765607595443726
0.09,0.19,30.693603515625,0.6752972602844238
0.09,0.2,30.661487579345703,0.6741732954978943
0.1,0.0,31.151233673095703,0.663654088973999
0.1,0.01,32.54231262207031,0.7335716485977173
0.1,0.02,32.52735900878906,0.7382803559303284
0.1,0.03,32.370853424072266,0.7353194952011108
0.1,0.04,32.190372467041016,0.7301230430603027
0.1,0.05,32.01356506347656,0.7244077920913696
0.1,0.06,31.842269897460938,0.718891978263855
0.1,0.07,31.688283920288086,0.7135143876075745
0.1,0.08,31.54673194885254,0.7083476781845093
0.1,0.09,31.40959930419922,0.7032221555709839
0.1,0.1,31.28475570678711,0.6984235048294067
0.1,0.11,31.17530059814453,0.6942509412765503
0.1,0.12,31.079204559326172,0.6906282901763916
0.1,0.13,30.997295379638672,0.6874194741249084
0.1,0.14,30.92292022705078,0.6844621300697327
0.1,0.15,30.85198974609375,0.6816277503967285
0.1,0.16,30.78839683532715,0.6791516542434692
0.1,0.17,30.733539581298828,0.6771308779716492
0.1,0.18,30.687978744506836,0.6755064129829407
0.1,0.19,30.64745330810547,0.6741184592247009
0.1,0.2,30.610862731933594,0.672918438911438
0.11,0.0,31.151233673095703,0.663654088973999
0.11,0.01,32.54231262207031,0.7335716485977173
0.11,0.02,32.52735900878906,0.7382803559303284
0.11,0.03,32.370853424072266,0.7353194952011108
0.11,0.04,32.19043731689453,0.7301231622695923
0.11,0.05,32.013023376464844,0.7243999242782593
0.11,0.06,31.84151840209961,0.7188855409622192
0.11,0.07,31.687116622924805,0.7134941816329956
0.11,0.08,31.54510498046875,0.7083084583282471
0.11,0.09,31.40717887878418,0.7031641006469727
0.11,0.1,31.281574249267578,0.6983394622802734
0.11,0.11,31.17034912109375,0.6941179037094116
0.11,0.12,31.072032928466797,0.6904276609420776
0.11,0.13,30.986812591552734,0.6871355772018433
0.11,0.14,30.910640716552734,0.6841458082199097
0.11,0.15,30.83812713623047,0.6812849044799805
0.11,0.16,30.771644592285156,0.6787437200546265
0.11,0.17,30.71399688720703,0.6766625046730042
0.11,0.18,30.665651321411133,0.6749677062034607
0.11,0.19,30.62246322631836,0.6735074520111084
0.11,0.2,30.582862854003906,0.6722137928009033
0.12,0.0,31.151233673095703,0.663654088973999
0.12,0.01,32.54231262207031,0.7335716485977173
0.12,0.02,32.52735900878906,0.7382803559303284
0.12,0.03,32.370853424072266,0.7353194952011108
0.12,0.04,32.19043731689453,0.7301229238510132
0.12,0.05,32.01284408569336,0.724396824836731
0.12,0.06,31.8409481048584,0.7188800573348999
0.12,0.07,31.68617820739746,0.713482141494751
0.12,0.08,31.543886184692383,0.7082870006561279
0.12,0.09,31.40591812133789,0.7031370997428894
0.12,0.1,31.2796630859375,0.6982946395874023
0.12,0.11,31.167495727539062,0.6940494775772095
0.12,0.12,31.068470001220703,0.6903371810913086
0.12,0.13,30.981998443603516,0.6870043277740479
0.12,0.14,30.904178619384766,0.6839742660522461
0.12,0.15,30.830089569091797,0.6810725331306458
0.12,0.16,30.762287139892578,0.678504228591919
0.12,0.17,30.703414916992188,0.6764024496078491
0.12,0.18,30.65312957763672,0.6746715307235718
0.12,0.19,30.608627319335938,0.6731808185577393
0.12,0.2,30.568052291870117,0.6718565225601196
0.13,0.0,31.151233673095703,0.663654088973999
0.13,0.01,32.54231262207031,0.7335716485977173
0.13,0.02,32.52735900878906,0.7382803559303284
0.13,0.03,32.370853424072266,0.7353194952011108
0.13,0.04,32.19043731689453,0.7301229238510132
0.13,0.05,32.0129280090332,0.7243974208831787
0.13,0.06,31.8408203125,0.718878984451294
0.13,0.07,31.68551254272461,0.7134743928909302
0.13,0.08,31.542919158935547,0.7082749009132385
0.13,0.09,31.404991149902344,0.7031223773956299
0.13,0.1,31.278358459472656,0.6982704401016235
0.13,0.11,31.165739059448242,0.6940126419067383
0.13,0.12,31.066162109375,0.6902868747711182
0.13,0.13,30.979236602783203,0.6869402527809143
0.13,0.14,30.900978088378906,0.6838939189910889
0.13,0.15,30.826263427734375,0.6809747815132141
0.13,0.16,30.75754737854004,0.6783853769302368
0.13,0.17,30.697345733642578,0.6762427091598511
0.13,0.18,30.64612579345703,0.6744906902313232
0.13,0.19,30.600677490234375,0.672987699508667
0.13,0.2,30.559314727783203,0.6716591119766235
0.14,0.0,31.151233673095703,0.663654088973999
0.14,0.01,32.54231262207031,0.7335716485977173
0.14,0.02,32.52735900878906,0.7382803559303284
0.14,0.03,32.370853424072266,0.7353194952011108
0.14,0.04,32.19043731689453,0.7301229238510132
0.14,0.05,32.01295852661133,0.7243965864181519
0.14,0.06,31.840553283691406,0.7188740372657776
0.14,0.07,31.68531036376953,0.7134708762168884
0.14,0.08,31.54254150390625,0.708267867565155
0.14,0.09,31.404346466064453,0.7031110525131226
0.14,0.1,31.277530670166016,0.6982535123825073
0.14,0.11,31.164470672607422,0.6939907073974609
0.14,0.12,31.064571380615234,0.6902593374252319
0.14,0.13,30.977598190307617,0.6869082450866699
0.14,0.14,30.899154663085938,0.6838557124137878
0.14,0.15,30.824190139770508,0.6809245944023132
0.14,0.16,30.754756927490234,0.6783171892166138
0.14,0.17,30.69428062438965,0.6761642098426819
0.14,0.18,30.642547607421875,0.6743996143341064
0.14,0.19,30.596668243408203,0.6728867292404175
0.14,0.2,30.55476188659668,0.6715492010116577
0.15,0.0,31.151233673095703,0.663654088973999
0.15,0.01,32.54231262207031,0.7335716485977173
0.15,0.02,32.52735900878906,0.7382803559303284
0.15,0.03,32.370853424072266,0.7353194952011108
0.15,0.04,32.19043731689453,0.7301229238510132
0.15,0.05,32.01295852661133,0.7243965864181519
0.15,0.06,31.84052085876465,0.7188732624053955
0.15,0.07,31.685199737548828,0.7134684920310974
0.15,0.08,31.542232513427734,0.7082644701004028
0.15,0.09,31.404029846191406,0.7031084299087524
0.15,0.1,31.277000427246094,0.6982457637786865
0.15,0.11,31.16376304626465,0.6939780712127686
0.15,0.12,31.063701629638672,0.6902445554733276
0.15,0.13,30.976665496826172,0.6868920922279358
0.15,0.14,30.897994995117188,0.6838338375091553
0.15,0.15,30.822921752929688,0.6808992624282837
0.15,0.16,30.753265380859375,0.6782820224761963
0.15,0.17,30.692346572875977,0.6761177778244019
0.15,0.18,30.640363693237305,0.6743475198745728
0.15,0.19,30.59421730041504,0.6728309988975525
0.15,0.2,30.55219841003418,0.671489953994751
0.16,0.0,31.151233673095703,0.663654088973999
0.16,0.01,32.54231262207031,0.7335716485977173
0.16,0.02,32.52735900878906,0.7382803559303284
0.16,0.03,32.370853424072266,0.7353194952011108
0.16,0.04,32.19043731689453,0.7301229238510132
0.16,0.05,32.01295852661133,0.7243965864181519
0.16,0.06,31.84046745300293,0.7188730239868164
0.16,0.07,31.685100555419922,0.7134668827056885
0.16,0.08,31.542156219482422,0.7082633972167969
0.16,0.09,31.4039249420166,0.7031068205833435
0.16,0.1,31.276742935180664,0.6982436776161194
0.16,0.11,31.163400650024414,0.6939709186553955
0.16,0.12,31.06315803527832,0.6902332305908203
0.16,0.13,30.976032257080078,0.6868804693222046
0.16,0.14,30.897262573242188,0.6838194131851196
0.16,0.15,30.82217025756836,0.6808860301971436
0.16,0.16,30.752471923828125,0.6782650947570801
0.16,0.17,30.691471099853516,0.6760960817337036
0.16,0.18,30.639299392700195,0.6743202209472656
0.16,0.19,30.59298324584961,0.6727994084358215
0.16,0.2,30.550926208496094,0.6714560985565186
0.17,0.0,31.151233673095703,0.663654088973999
0.17,0.01,32.54231262207031,0.7335716485977173
0.17,0.02,32.52735900878906,0.7382803559303284
0.17,0.03,32.370853424072266,0.7353194952011108
0.17,0.04,32.19043731689453,0.7301229238510132
0.17,0.05,32.01295852661133,0.7243965864181519
0.17,0.06,31.840457916259766,0.7188729047775269
0.17,0.07,31.685150146484375,0.7134674787521362
0.17,0.08,31.542072296142578,0.7082610130310059
0.17,0.09,31.403858184814453,0.703105628490448
0.17,0.1,31.276615142822266,0.6982421875
0.17,0.11,31.1632080078125,0.6939688324928284
0.17,0.12,31.062868118286133,0.6902270317077637
0.17,0.13,30.975696563720703,0.6868745684623718
0.17,0.14,30.89688491821289,0.6838112473487854
0.17,0.15,30.821754455566406,0.6808767318725586
0.17,0.16,30.752056121826172,0.6782547235488892
0.17,0.17,30.691001892089844,0.6760842800140381
0.17,0.18,30.638736724853516,0.674306333065033
0.17,0.19,30.592281341552734,0.6727840304374695
0.17,0.2,30.55031394958496,0.6714427471160889
0.18,0.0,31.151233673095703,0.663654088973999
0.18,0.01,32.54231262207031,0.7335716485977173
0.18,0.02,32.52735900878906,0.7382803559303284
0.18,0.03,32.370853424072266,0.7353194952011108
0.18,0.04,32.19043731689453,0.7301229238510132
0.18,0.05,32.01295852661133,0.7243965864181519
0.18,0.06,31.840457916259766,0.7188729047775269
0.18,0.07,31.685152053833008,0.7134674787521362
0.18,0.08,31.542028427124023,0.7082593441009521
0.18,0.09,31.403852462768555,0.7031051516532898
0.18,0.1,31.27659034729004,0.6982419490814209
0.18,0.11,31.163131713867188,0.6939681768417358
0.18,0.12,31.06279182434082,0.6902259588241577
0.18,0.13,30.975486755371094,0.6868722438812256
0.18,0.14,30.89663314819336,0.6838083267211914
0.18,0.15,30.821453094482422,0.680871844291687
0.18,0.16,30.7517032623291,0.6782472133636475
0.18,0.17,30.690595626831055,0.6760750412940979
0.18,0.18,30.638307571411133,0.6742965579032898
0.18,0.19,30.591896057128906,0.6727752685546875
0.18,0.2,30.5499210357666,0.6714340448379517
0.19,0.0,31.151233673095703,0.663654088973999
0.19,0.01,32.54231262207031,0.7335716485977173
0.19,0.02,32.52735900878906,0.7382803559303284
0.19,0.03,32.370853424072266,0.7353194952011108
0.19,0.04,32.19043731689453,0.7301229238510132
0.19,0.05,32.01295852661133,0.7243965864181519
0.19,0.06,31.840457916259766,0.7188729047775269
0.19,0.07,31.685152053833008,0.7134674787521362
0.19,0.08,31.542034149169922,0.7082592248916626
0.19,0.09,31.403833389282227,0.7031046152114868
0.19,0.1,31.27655601501465,0.698241114616394
0.19,0.11,31.163076400756836,0.6939671039581299
0.19,0.12,31.06275749206543,0.6902258396148682
0.19,0.13,30.975387573242188,0.6868703365325928
0.19,0.14,30.896465301513672,0.6838057637214661
0.19,0.15,30.8212890625,0.680869460105896
0.19,0.16,30.751529693603516,0.67824387550354
0.19,0.17,30.690414428710938,0.6760708093643188
0.19,0.18,30.638092041015625,0.6742918491363525
0.19,0.19,30.591651916503906,0.6727699637413025
0.19,0.2,30.54969596862793,0.671428918838501
0.2,0.0,31.151233673095703,0.663654088973999
0.2,0.01,32.54231262207031,0.7335716485977173
0.2,0.02,32.52735900878906,0.7382803559303284
0.2,0.03,32.370853424072266,0.7353194952011108
0.2,0.04,32.19043731689453,0.7301229238510132
0.2,0.05,32.01295852661133,0.7243965864181519
0.2,0.06,31.840457916259766,0.7188729047775269
0.2,0.07,31.685152053833008,0.7134674787521362
0.2,0.08,31.542034149169922,0.7082592248916626
0.2,0.09,31.403827667236328,0.7031044960021973
0.2,0.1,31.27655601501465,0.698241114616394
0.2,0.11,31.163074493408203,0.6939671039581299
0.2,0.12,31.062725067138672,0.6902256011962891
0.2,0.13,30.975360870361328,0.6868703365325928
0.2,0.14,30.896404266357422,0.6838048696517944
0.2,0.15,30.821155548095703,0.6808671355247498
0.2,0.16,30.75140953063965,0.6782416701316833
0.2,0.17,30.690319061279297,0.6760692000389099
0.2,0.18,30.637985229492188,0.6742897033691406
0.2,0.19,30.59152603149414,0.672767162322998
0.2,0.2,30.549564361572266,0.6714258193969727
